Date,Open,High,Low,Close,Adj Close,Volume
2020-07-14,10.420000,10.440000,10.300000,10.350000,10.350000,17017800
2020-07-15,10.400000,10.410000,10.340000,10.360000,10.360000,2752500
2020-07-16,10.350000,10.400000,10.330000,10.370000,10.370000,1143800
2020-07-17,10.350000,10.420000,10.350000,10.360000,10.360000,391000
2020-07-20,10.370000,10.450000,10.370000,10.440000,10.440000,446900
2020-07-21,10.460000,10.490000,10.425000,10.450000,10.450000,484800
2020-07-22,10.410000,10.450000,10.380000,10.400000,10.400000,682300
2020-07-23,10.460000,10.460000,10.330000,10.416000,10.416000,79600
2020-07-24,10.500000,10.500000,10.350000,10.370000,10.370000,1295100
2020-07-27,10.380000,10.430000,10.380000,10.430000,10.430000,7800
2020-07-28,10.370000,10.450000,10.370000,10.400000,10.400000,537200
2020-07-29,10.450000,10.450000,10.340000,10.350000,10.350000,99700
2020-07-30,10.365000,10.400000,10.230000,10.300000,10.300000,717200
2020-07-31,10.280000,10.280000,10.100000,10.120000,10.120000,682300
2020-08-03,10.390000,10.390000,10.000000,10.040000,10.040000,164600
2020-08-04,10.050000,10.250000,10.042000,10.230000,10.230000,371700
2020-08-05,10.200000,10.200000,10.050000,10.100000,10.100000,939100
2020-08-06,10.100000,10.160000,10.050000,10.100000,10.100000,214000
2020-08-07,10.100000,10.170000,10.050000,10.130000,10.130000,149700
2020-08-10,10.100000,10.150000,10.060000,10.090000,10.090000,461200
2020-08-11,10.100000,10.200000,10.070000,10.200000,10.200000,304200
2020-08-12,10.150000,10.170000,10.110000,10.150000,10.150000,411900
2020-08-13,10.170000,10.180000,10.110000,10.150000,10.150000,37200
2020-08-14,10.125000,10.130000,10.050000,10.100000,10.100000,141800
2020-08-17,10.240000,10.240000,10.030000,10.150000,10.150000,371200
2020-08-18,10.220000,10.220000,10.070000,10.125000,10.125000,488900
2020-08-19,10.070000,10.150000,10.050000,10.080000,10.080000,750300
2020-08-20,10.090000,10.097000,10.020000,10.055000,10.055000,311800
2020-08-21,10.070000,10.070000,9.970000,10.030000,10.030000,443000
2020-08-24,10.100000,10.100000,10.000000,10.040000,10.040000,277000
2020-08-25,10.090000,10.090000,10.000000,10.010000,10.010000,176300
2020-08-26,10.045000,10.080000,10.020000,10.040000,10.040000,152400
2020-08-27,10.040000,10.040000,10.020000,10.030000,10.030000,48700
2020-08-28,10.070000,10.070000,10.020000,10.030000,10.030000,571900
2020-08-31,10.020000,10.050000,10.010000,10.050000,10.050000,68100
2020-09-01,10.010000,10.120000,10.010000,10.100000,10.100000,85200
2020-09-02,10.100000,10.200000,10.030000,10.200000,10.200000,49300
2020-09-03,10.157000,10.200000,10.060000,10.080000,10.080000,200700
2020-09-04,10.200000,10.450000,10.170000,10.440000,10.440000,329600
2020-09-08,10.090000,10.410000,10.090000,10.379000,10.379000,113800
2020-09-09,10.390000,10.470000,10.330000,10.470000,10.470000,250200
2020-09-10,10.404000,10.470000,10.280000,10.350000,10.350000,109900
2020-09-11,10.470000,10.500000,10.320000,10.490000,10.490000,21400
2020-09-14,10.310000,10.500000,10.310000,10.430000,10.430000,315900
2020-09-15,10.447000,10.490000,10.410000,10.430000,10.430000,48200
2020-09-16,10.430000,10.490000,10.400000,10.490000,10.490000,50400
2020-09-17,10.490000,10.490000,10.420000,10.470000,10.470000,28200
2020-09-18,10.500000,10.500000,10.420000,10.428000,10.428000,25500
2020-09-21,10.420000,10.600000,10.380000,10.390000,10.390000,36100
2020-09-22,10.500000,10.500000,10.260000,10.300000,10.300000,115700
2020-09-23,10.270000,10.409000,10.270000,10.365000,10.365000,22500
2020-09-24,10.355000,10.370000,10.170000,10.295000,10.295000,107900
2020-09-25,10.290000,10.400000,10.290000,10.350000,10.350000,3100
2020-09-28,10.470000,10.480000,10.363000,10.480000,10.480000,36600
2020-09-29,10.450000,10.500000,10.400000,10.411000,10.411000,14200
2020-09-30,10.370000,10.470000,10.230000,10.390000,10.390000,19400
2020-10-01,10.430000,10.490000,10.350000,10.400000,10.400000,126000
2020-10-02,10.290000,10.480000,10.290000,10.380000,10.380000,33900
2020-10-05,10.405000,10.405000,10.320000,10.330000,10.330000,106300
2020-10-06,10.320000,10.380000,10.250000,10.250000,10.250000,143600
2020-10-07,10.260000,10.270000,10.180000,10.250000,10.250000,19300
2020-10-08,10.200000,10.390000,10.140000,10.140000,10.140000,54700
2020-10-09,10.180000,10.230000,10.170000,10.190000,10.190000,104300
2020-10-12,10.190000,10.290000,10.160000,10.240000,10.240000,4900
2020-10-13,10.265000,10.265000,10.255000,10.255000,10.255000,1100
2020-10-14,10.372000,10.400000,10.210000,10.300000,10.300000,2600
2020-10-15,10.350000,10.370000,10.340000,10.350000,10.350000,8900
2020-10-16,10.300000,10.300000,10.250000,10.250000,10.250000,1100
2020-10-19,10.350000,10.380000,10.300000,10.380000,10.380000,1100
2020-10-20,10.280000,10.290000,10.250000,10.250000,10.250000,60800
2020-10-21,10.285000,10.285000,10.200000,10.200000,10.200000,67300
2020-10-22,10.200000,10.200000,10.170000,10.170000,10.170000,4200
2020-10-23,10.150000,10.215000,10.080000,10.090000,10.090000,109200
2020-10-26,10.090000,10.210000,10.070000,10.070000,10.070000,20500
2020-10-27,10.058000,10.090000,10.040000,10.050000,10.050000,5000
2020-10-28,10.070000,10.070000,10.000000,10.000000,10.000000,21500
2020-10-29,10.040000,10.040000,10.000000,10.010000,10.010000,1100
2020-10-30,10.010000,10.040000,9.940000,10.000000,10.000000,38600
2020-11-02,10.000000,10.010000,9.960000,10.000000,10.000000,672900
2020-11-03,10.000000,10.150000,10.000000,10.033000,10.033000,116000
2020-11-04,10.020000,10.130000,9.980000,10.040000,10.040000,1150200
2020-11-05,10.100000,10.100000,10.035000,10.050000,10.050000,67100
2020-11-06,10.060000,10.080000,10.040000,10.040000,10.040000,8700
2020-11-09,10.100000,10.100000,10.050000,10.070000,10.070000,72500
2020-11-10,10.090000,10.120000,10.075000,10.120000,10.120000,16900
2020-11-11,10.080000,10.120000,10.080000,10.120000,10.120000,3500
2020-11-12,10.130000,10.150000,10.130000,10.150000,10.150000,16100
2020-11-13,10.150000,10.155000,10.105000,10.130000,10.130000,50600
2020-11-16,10.180000,10.180000,10.120000,10.160000,10.160000,218000
2020-11-17,10.160000,10.160000,10.110000,10.125000,10.125000,1300
2020-11-18,10.135000,10.160000,10.100000,10.145000,10.145000,2200
2020-11-19,10.180000,10.250000,10.170000,10.230000,10.230000,132400
2020-11-20,10.300000,10.300000,10.260000,10.260000,10.260000,45900
2020-11-23,10.210000,10.290000,10.210000,10.260000,10.260000,18400
2020-11-24,10.300000,10.300000,10.240000,10.280000,10.280000,37500
2020-11-25,10.272000,10.330000,10.270000,10.330000,10.330000,43500
2020-11-27,10.370000,10.380000,10.340000,10.370000,10.370000,15200
2020-11-30,10.400000,10.570000,10.400000,10.529000,10.529000,148000
2020-12-01,10.600000,10.600000,10.450000,10.484000,10.484000,34800
2020-12-02,10.580000,10.580000,10.425000,10.450000,10.450000,23100
2020-12-03,10.437000,10.510000,10.437000,10.460000,10.460000,5300
2020-12-04,10.560000,10.570000,10.440000,10.500000,10.500000,7600
2020-12-07,10.520000,10.790000,10.520000,10.710000,10.710000,65500
2020-12-08,11.250000,11.250000,10.850000,10.920000,10.920000,221400
2020-12-09,11.070000,11.175000,10.950000,10.970000,10.970000,47900
2020-12-10,10.940000,10.980000,10.870000,10.900000,10.900000,79200
2020-12-11,10.966000,11.060000,10.900000,11.000000,11.000000,100300
2020-12-14,11.170000,11.248000,10.940000,10.990000,10.990000,43400
2020-12-15,11.032000,11.070000,10.800000,10.800000,10.800000,72400
2020-12-16,10.800000,10.900000,10.800000,10.900000,10.900000,102800
2020-12-17,10.860000,10.930000,10.820000,10.880000,10.880000,298500
2020-12-18,10.900000,10.980000,10.897000,10.980000,10.980000,38300
2020-12-21,10.960000,11.040000,10.900000,11.000000,11.000000,181500
2020-12-22,11.000000,11.120000,10.920000,11.050000,11.050000,372800
2020-12-23,11.010000,11.160000,10.960000,11.060000,11.060000,206600
2020-12-24,11.230000,11.230000,11.100000,11.200000,11.200000,86300
2020-12-28,11.250000,11.930000,11.250000,11.330000,11.330000,174800
2020-12-29,11.430000,11.610000,11.300000,11.320000,11.320000,87200
2020-12-30,11.220000,11.470000,11.170000,11.220000,11.220000,133700
2020-12-31,11.200000,11.389000,11.161000,11.240000,11.240000,66500
