Date,Open,High,Low,Close,Adj Close,Volume
2020-12-10,146.000000,165.000000,141.250000,144.710007,144.710007,70447500
2020-12-11,146.550003,151.500000,135.100006,139.250000,139.250000,26980800
2020-12-14,135.000000,135.300003,125.160004,130.000000,130.000000,16966100
2020-12-15,126.690002,127.599998,121.500000,124.800003,124.800003,10914400
2020-12-16,125.830002,142.000000,124.910004,137.990005,137.990005,20409600
2020-12-17,143.000000,152.449997,142.669998,147.050003,147.050003,15054700
2020-12-18,150.449997,159.000000,150.300003,157.300003,157.300003,15954200
2020-12-21,155.309998,172.000000,145.110001,163.020004,163.020004,17788100
2020-12-22,170.000000,174.970001,161.050003,163.190002,163.190002,9872600
2020-12-23,162.813995,168.250000,155.500000,158.009995,158.009995,5852500
2020-12-24,159.160004,162.789993,154.112000,154.839996,154.839996,3621400
2020-12-28,158.600006,163.639999,147.520004,149.000000,149.000000,6229200
2020-12-29,150.000000,151.651001,143.119995,150.000000,150.000000,5402300
2020-12-30,151.339996,152.813004,145.600006,148.429993,148.429993,3462400
2020-12-31,146.899994,147.889999,144.509995,146.800003,146.800003,2795800
