Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,33.419998,33.419998,32.709999,33.150002,33.150002,460100
2020-01-03,32.799999,33.279999,32.560001,33.090000,33.090000,458200
2020-01-06,33.009998,33.860001,33.009998,33.709999,33.709999,574000
2020-01-07,33.630001,33.779999,33.189999,33.650002,33.650002,336600
2020-01-08,33.580002,33.919998,33.180000,33.459999,33.459999,583000
2020-01-09,33.480000,33.619999,33.150002,33.410000,33.410000,376200
2020-01-10,33.349998,33.450001,32.980000,33.259998,33.259998,272200
2020-01-13,33.139999,33.330002,33.000000,33.299999,33.299999,276100
2020-01-14,33.250000,33.740002,33.200001,33.520000,33.520000,632900
2020-01-15,33.439999,33.900002,33.389999,33.480000,33.480000,438800
2020-01-16,33.750000,33.810001,33.430000,33.750000,33.750000,577800
2020-01-17,33.759998,33.770000,33.380001,33.480000,33.480000,278600
2020-01-21,33.320000,33.369999,32.220001,32.299999,32.299999,699100
2020-01-22,32.349998,32.869999,32.299999,32.720001,32.720001,776500
2020-01-23,32.560001,32.820000,32.200001,32.750000,32.750000,444900
2020-01-24,32.689999,32.689999,32.080002,32.450001,32.450001,455900
2020-01-27,32.029999,32.630001,32.029999,32.299999,32.299999,430900
2020-01-28,32.400002,33.000000,32.369999,32.490002,32.490002,317000
2020-01-29,32.439999,32.799999,32.209999,32.410000,32.410000,541400
2020-01-30,32.180000,32.650002,32.119999,32.630001,32.630001,527100
2020-01-31,32.480000,32.549999,32.009998,32.130001,32.130001,880400
2020-02-03,32.410000,32.840000,32.279999,32.529999,32.529999,626700
2020-02-04,32.810001,33.840000,32.750000,33.400002,33.400002,689900
2020-02-05,33.720001,34.580002,33.599998,34.020000,34.020000,780900
2020-02-06,33.849998,33.930000,33.459999,33.580002,33.580002,906300
2020-02-07,33.520000,33.520000,32.860001,33.029999,33.029999,521700
2020-02-10,32.950001,33.380001,32.910000,33.290001,33.290001,752600
2020-02-11,33.410000,33.820000,33.400002,33.669998,33.669998,454900
2020-02-12,33.849998,34.160000,33.480000,33.560001,33.560001,394500
2020-02-13,33.580002,33.990002,33.459999,33.770000,33.770000,533200
2020-02-14,33.759998,33.799999,33.450001,33.549999,33.549999,308500
2020-02-18,33.759998,34.200001,33.450001,34.070000,34.070000,1179900
2020-02-19,34.119999,34.889999,34.029999,34.790001,34.790001,434000
2020-02-20,34.700001,35.299999,34.470001,35.040001,35.040001,543700
2020-02-21,34.849998,35.139999,34.590000,35.000000,35.000000,521300
2020-02-24,34.049999,34.090000,33.450001,33.720001,33.720001,1065300
2020-02-25,33.790001,34.240002,32.310001,32.349998,32.349998,687500
2020-02-26,32.619999,32.759998,31.270000,31.469999,31.469999,675200
2020-02-27,30.930000,32.200001,30.260000,31.430000,31.430000,1183000
2020-02-28,32.580002,32.580002,28.129999,29.600000,29.600000,1673300
2020-03-02,29.809999,30.080000,29.049999,29.930000,29.930000,1204400
2020-03-03,30.030001,31.280001,29.340000,29.379999,29.379999,733300
2020-03-04,30.090000,31.430000,29.930000,30.980000,30.980000,834100
2020-03-05,30.320000,31.420000,30.030001,30.629999,30.629999,803900
2020-03-06,29.590000,30.469999,28.530001,29.480000,29.480000,774300
2020-03-09,27.459999,28.170000,26.549999,26.780001,26.780001,1148300
2020-03-10,27.500000,28.049999,25.280001,26.260000,26.260000,736000
2020-03-11,25.600000,26.139999,23.219999,23.400000,23.400000,1494100
2020-03-12,21.850000,21.870001,19.030001,19.580000,19.580000,1871800
2020-03-13,20.790001,21.900000,18.600000,21.820000,21.820000,1474300
2020-03-16,18.340000,19.790001,17.030001,17.180000,17.180000,1827600
2020-03-17,17.469999,17.730000,13.720000,14.200000,14.200000,2349400
2020-03-18,13.410000,13.560000,11.090000,11.840000,11.840000,1679800
2020-03-19,11.820000,14.990000,11.220000,14.680000,14.680000,1739800
2020-03-20,14.860000,16.209999,12.490000,12.590000,12.590000,2975700
2020-03-23,12.760000,12.960000,11.700000,11.780000,11.780000,1216000
2020-03-24,12.410000,12.970000,11.880000,12.550000,12.550000,2023800
2020-03-25,12.650000,14.810000,11.900000,13.790000,13.790000,2949500
2020-03-26,14.030000,18.280001,14.010000,18.059999,18.059999,1931800
2020-03-27,17.299999,18.600000,16.879999,18.030001,18.030001,2089900
2020-03-30,18.600000,18.600000,17.250000,18.440001,18.440001,1139300
