Date,Open,High,Low,Close,Adj Close,Volume
2020-09-23,9.950000,10.000000,9.940000,10.000000,10.000000,4975600
2020-09-24,9.980000,9.980000,9.950000,9.980000,9.980000,374500
2020-09-25,10.020000,10.020000,9.989000,10.020000,10.020000,835100
2020-09-28,10.020000,10.140000,10.010000,10.100000,10.100000,255700
2020-09-29,10.050000,10.070000,10.050000,10.050000,10.050000,350500
2020-09-30,10.000000,10.050000,10.000000,10.040000,10.040000,157300
2020-10-01,10.020000,10.030000,9.990000,10.000000,10.000000,323600
2020-10-02,9.990000,10.000000,9.970000,9.990000,9.990000,470300
2020-10-05,9.990000,10.010000,9.970000,9.980000,9.980000,218000
2020-10-06,9.960000,9.960000,9.960000,9.960000,9.960000,10800
2020-10-07,10.000000,10.010000,9.970000,9.970000,9.970000,5700
2020-10-08,9.990000,10.030000,9.970000,10.000000,10.000000,287700
2020-10-09,10.000000,10.020000,9.980000,9.980000,9.980000,58700
2020-10-12,10.030000,10.030000,9.980000,9.980000,9.980000,10400
2020-10-13,10.030000,10.049000,9.960000,10.000000,10.000000,6400
2020-10-14,10.040000,10.040000,9.970000,9.990000,9.990000,29700
2020-10-15,9.970000,10.000000,9.970000,9.980000,9.980000,131300
2020-10-16,9.988000,9.994000,9.950000,9.957000,9.957000,4800
2020-10-19,9.970000,10.000000,9.970000,9.980000,9.980000,1200
2020-10-20,9.985000,9.985000,9.970000,9.985000,9.985000,3400
2020-10-21,9.983000,9.990000,9.930000,9.930000,9.930000,71000
2020-10-22,9.930000,9.942000,9.930000,9.940000,9.940000,13900
2020-10-23,9.980000,9.990000,9.950000,9.950000,9.950000,28800
2020-10-26,9.950000,9.950000,9.930000,9.940000,9.940000,22300
2020-10-27,9.965000,9.965000,9.940000,9.940000,9.940000,248800
2020-10-28,9.930000,9.950000,9.920000,9.940000,9.940000,29600
2020-10-29,9.930000,9.950000,9.916000,9.950000,9.950000,2500
2020-10-30,9.930000,9.950000,9.910000,9.950000,9.950000,17000
2020-11-02,9.930000,9.950000,9.870000,9.900000,9.900000,68600
2020-11-03,9.910000,9.950000,9.910000,9.930000,9.930000,158500
2020-11-04,9.950000,9.990000,9.950000,9.990000,9.990000,5500
2020-11-05,9.950000,9.960000,9.918000,9.950000,9.950000,5300
2020-11-06,9.980000,9.980000,9.946000,9.950000,9.950000,43500
2020-11-09,9.965000,9.970000,9.950000,9.970000,9.970000,114200
2020-11-10,9.960000,9.970000,9.947000,9.950000,9.950000,3100
2020-11-11,9.950000,9.970000,9.930000,9.960000,9.960000,17500
2020-11-12,9.960000,10.060000,9.960000,9.990000,9.990000,6000
2020-11-13,9.990000,10.000000,9.985000,9.990000,9.990000,20800
2020-11-16,9.980000,10.000000,9.900000,9.900000,9.900000,14200
2020-11-17,9.990000,10.000000,9.979000,9.979000,9.979000,12300
2020-11-18,9.990000,9.990000,9.950000,9.960000,9.960000,7300
2020-11-19,9.970000,10.040000,9.960000,10.030000,10.030000,499900
2020-11-20,10.050000,10.050000,10.003000,10.040000,10.040000,89800
2020-11-23,10.050000,10.100000,10.047000,10.090000,10.090000,41500
2020-11-24,10.050000,10.130000,10.050000,10.100000,10.100000,52000
2020-11-25,10.100000,10.250000,10.100000,10.210000,10.210000,134400
2020-11-27,10.160000,11.025000,10.150000,10.260000,10.260000,31300
2020-11-30,10.200000,10.400000,10.200000,10.360000,10.360000,79400
2020-12-01,10.450000,10.490000,10.370000,10.380000,10.380000,38300
2020-12-02,10.360000,10.380000,10.316000,10.380000,10.380000,50300
2020-12-03,10.380000,10.490000,10.300000,10.380000,10.380000,20900
2020-12-04,10.370000,11.117000,10.370000,10.600000,10.600000,509100
2020-12-07,10.620000,11.000000,10.530000,10.800000,10.800000,93900
2020-12-08,10.800000,10.905000,10.530000,10.750000,10.750000,192400
2020-12-09,10.850000,10.990000,10.710000,10.720000,10.720000,30200
2020-12-10,10.720000,10.890000,10.620000,10.730000,10.730000,89500
2020-12-11,10.800000,11.040000,10.800000,10.975000,10.975000,315000
2020-12-14,10.990000,11.625000,10.990000,11.220000,11.220000,131500
2020-12-15,11.220000,11.500000,10.940000,11.000000,11.000000,31600
2020-12-16,10.960000,11.790000,10.950000,11.170000,11.170000,101200
2020-12-17,11.130000,11.350000,11.130000,11.250000,11.250000,183100
2020-12-18,11.300000,11.500000,11.200000,11.400000,11.400000,201300
2020-12-21,11.400000,11.400000,11.038000,11.175000,11.175000,8900
2020-12-22,11.220000,11.553000,11.130000,11.250000,11.250000,84800
2020-12-23,11.300000,12.180000,11.250000,11.790000,11.790000,128600
2020-12-24,12.000000,13.000000,12.000000,12.600000,12.600000,209200
2020-12-28,13.000000,13.250000,12.230000,12.500000,12.500000,416300
2020-12-29,12.480000,12.500000,11.760000,12.000000,12.000000,136200
2020-12-30,12.000000,12.575000,12.000000,12.200000,12.200000,31700
2020-12-31,12.170000,12.170000,11.900000,11.900000,11.900000,193100
